# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Aug 12 01:05:30 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_telescope: Discovery Telescope
# COLUMN rv_flag:        Detected by Radial Velocity Variations
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,disc_telescope,rv_flag,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,ttv_flag,st_mass,st_masserr1,st_masserr2,st_masslim,sy_dist,sy_disterr1,sy_disterr2
BD-08 2823 c,1,2,Radial Velocity,2009,3.6 m ESO Telescope,1,0,237.60000000,1.50000000,-1.50000000,0,12.500,,,0,1.110,,,0,104.00000,10.00000,-10.00000,0,0.33000,0.03000,-0.03000,0,0,0.74,0.07,-0.07,0,41.3342000,0.0685000,-0.0682000
BD-10 3166 b,1,1,Radial Velocity,2000,10 m Keck I Telescope,1,0,3.48777000,0.00011000,-0.00011000,0,14.100,,,0,1.260,,,0,187.51970,22.24810,-22.24810,0,0.59000,0.07000,-0.07000,0,0,1.47,0.24,-0.24,0,84.4069000,0.3537000,-0.3508000
BD-11 4672 b,1,2,Radial Velocity,2014,3.6 m ESO Telescope,1,0,1634.00000000,13.00000000,-14.00000000,0,14.100,,,0,1.250,,,0,206.58950,15.89150,-19.06980,0,0.65000,0.05000,-0.06000,0,0,0.65,0.03,-0.03,0,27.1665000,0.0346000,-0.0346000
BD-11 4672 c,1,2,Radial Velocity,2020,3.58 m Telescopio Nazionale Galileo,1,0,74.20000000,0.06000000,-0.08000000,0,4.040,,,0,0.360,,,0,15.37000,2.97000,-2.81000,0,0.04836,0.00934,-0.00884,0,0,0.65,0.03,-0.03,0,27.1665000,0.0346000,-0.0346000
BD-13 2130 b,1,1,Radial Velocity,2007,1.2 m Leonhard Euler Telescope,1,0,714.29999000,5.30000000,-5.30000000,0,12.500,,,0,1.110,,,0,3108.37740,1449.30480,-1449.30480,0,9.78000,4.56000,-4.56000,0,0,2.12,1.47,-1.47,0,925.2140000,41.2110000,-41.2110000
BD-14 3065 b,3,1,Transit,2024,0.1 m TESS Telescope,1,0,4.28897310,0.00000520,-0.00000520,0,21.590,1.050,-1.050,0,1.926,0.094,-0.094,0,3932.00000,290.00000,-280.00000,0,12.37000,0.92000,-0.87000,0,0,1.41,0.05,-0.05,0,589.4230000,16.5990000,-15.7290000
BD-17 63 b,1,1,Radial Velocity,2008,3.6 m ESO Telescope,1,0,655.60000000,0.60000000,-0.60000000,0,12.800,,,0,1.150,,,0,1620.90000,38.14000,-38.14000,0,5.10000,0.12000,-0.12000,0,0,0.74,0.03,-0.03,0,34.4603000,0.0929000,-0.0924000
BD-210397 b,1,2,Radial Velocity,2023,3.6 m ESO Telescope,1,0,1891.00000000,56.00000000,-48.00000000,0,14.000,,,0,1.250,,,0,214.00000,31.00000,-32.00000,0,0.70000,0.10000,-0.10000,0,0,0.68,0.02,-0.02,0,23.7324000,0.0228000,-0.0227000
BD-210397 c,1,2,Radial Velocity,2023,3.6 m ESO Telescope,1,0,6240.00000000,151.00000000,-156.00000000,0,12.900,,,0,1.150,,,0,1525.57635,190.69704,-190.69704,0,4.80000,0.60000,-0.60000,0,0,0.69,0.01,-0.01,0,23.7324000,0.0228000,-0.0227000
CD Cet b,1,1,Radial Velocity,2020,3.5 m telescope,1,0,2.29070000,0.00012000,-0.00012000,0,1.820,,,0,0.162,,,0,3.95000,0.42000,-0.43000,0,0.01243,0.00132,-0.00135,0,0,0.16,0.01,-0.01,0,8.6071500,0.0065800,-0.0065800
CFBDSIR J145829+101343 b,1,1,Imaging,2011,10 m Keck II Telescope,0,0,10037.50000000,2737.50000000,-2737.50000000,0,12.400,,,0,1.110,,,0,3337.10000,1430.20000,-1430.20000,0,10.50000,4.50000,-4.50000,0,0,0.02,0.01,-0.01,0,23.1000000,2.4000000,-2.4000000
CFHTWIR-Oph 98 b,1,1,Imaging,2021,2.4 m Hubble Space Telescope,0,0,8040000.00000000,470000.00000000,-470000.00000000,0,20.849,0.560,-0.560,0,1.860,0.050,-0.050,0,2479.06157,222.47988,-254.26273,0,7.80000,0.70000,-0.80000,0,0,0.01,0.00,0.00,0,,,
CHXR 73 b,1,1,Imaging,2006,2.4 m Hubble Space Telescope,0,0,,,,,12.300,,,0,1.100,,,0,3994.48600,2662.99100,-1664.36900,0,12.56900,8.37900,-5.23700,0,0,0.35,,,0,190.3740000,6.6470000,-6.2200000
CI Tau c,1,1,Radial Velocity,2024,Multiple Telescopes,1,0,25.20000000,1.70000000,-1.80000000,0,13.000,,,0,1.160,,,0,1144.18227,95.34852,-95.34852,0,3.60000,0.30000,-0.30000,0,0,0.90,0.02,-0.02,0,157.9980000,1.1980000,-1.1800000
COCONUTS-2 b,1,1,Imaging,2021,3.2 m telescope,0,0,402000000.00000000,470000000.00000000,-100000000.00000000,0,12.442,0.336,-0.336,0,1.110,0.030,-0.030,0,2002.31896,476.74261,-603.87397,0,6.30000,1.50000,-1.90000,0,0,0.37,0.02,-0.02,0,10.8864000,0.0041000,-0.0042000
CT Cha b,1,1,Imaging,2007,8.2 m ESO VLT UT4 Yepun Telescope,0,0,,,,,24.660,9.080,-6.730,0,2.200,0.810,-0.600,0,5403.00000,1907.00000,-1907.00000,0,17.00000,6.00000,-6.00000,0,0,,,,,190.7200000,0.7780000,-0.7710000
CoRoT-1 b,1,1,Transit,2008,0.27 m CoRoT Telescope,1,0,1.50895570,0.00000640,-0.00000640,0,16.700,0.900,-0.900,0,1.490,0.080,-0.080,0,327.35000,38.14000,-38.14000,0,1.03000,0.12000,-0.12000,0,0,0.95,0.15,-0.15,0,787.9090000,23.4910000,-23.4910000
CoRoT-10 b,1,1,Transit,2010,0.27 m CoRoT Telescope,1,0,13.24060000,0.00020000,-0.00020000,0,10.870,0.780,-0.780,0,0.970,0.070,-0.070,0,874.00000,50.85000,-50.85000,0,2.75000,0.16000,-0.16000,0,0,0.89,0.05,-0.05,0,338.3860000,3.9865000,-3.9865000
CoRoT-11 b,1,1,Transit,2010,0.27 m CoRoT Telescope,1,0,2.99433000,0.00001100,-0.00001100,0,16.030,0.340,-0.340,0,1.430,0.030,-0.030,0,740.51000,108.06000,-108.06000,0,2.33000,0.34000,-0.34000,0,0,1.27,0.05,-0.05,0,655.0370000,24.9470000,-23.2090000
CoRoT-12 b,1,1,Transit,2010,0.27 m CoRoT Telescope,1,0,2.82804200,0.00001300,-0.00001300,0,16.140,1.460,-1.460,0,1.440,0.130,-0.130,0,291.43800,22.24700,-20.65800,0,0.91700,0.07000,-0.06500,0,0,1.08,0.08,-0.07,0,1126.3700000,55.7450000,-55.7450000
CoRoT-13 b,1,1,Transit,2010,0.27 m CoRoT Telescope,1,0,4.03519000,0.00003000,-0.00003000,0,9.920,0.157,-0.157,0,0.885,0.014,-0.014,0,415.70400,20.97600,-20.97600,0,1.30800,0.06600,-0.06600,0,0,1.09,0.02,-0.02,0,1148.9300000,62.1200000,-56.1500000
CoRoT-14 b,1,1,Transit,2010,0.27 m CoRoT Telescope,1,0,1.51214000,0.00013000,-0.00013000,0,12.220,0.780,-0.780,0,1.090,0.070,-0.070,0,2415.40000,190.70000,-190.70000,0,7.60000,0.60000,-0.60000,0,0,1.13,0.09,-0.09,0,1744.6000000,173.0300000,-144.9000000
CoRoT-16 b,1,1,Transit,2011,0.27 m CoRoT Telescope,1,0,5.35227000,0.00020000,-0.00020000,0,13.110,1.790,-1.570,0,1.170,0.160,-0.140,0,170.03200,27.01400,-26.37900,0,0.53500,0.08500,-0.08300,0,0,1.10,0.08,-0.08,0,732.4090000,35.3440000,-32.2820000
CoRoT-17 b,1,1,Transit,2011,0.27 m CoRoT Telescope,1,0,3.76810000,0.00030000,-0.00030000,0,11.430,0.780,-0.780,0,1.020,0.070,-0.070,0,772.29000,95.34000,-95.34000,0,2.43000,0.30000,-0.30000,0,0,1.04,0.10,-0.10,0,1176.1200000,57.1700000,-52.1900000
CoRoT-18 b,1,1,Transit,2011,0.27 m CoRoT Telescope,1,0,1.90006930,0.00000280,-0.00000280,0,14.680,2.020,-2.020,0,1.310,0.180,-0.180,0,1102.82000,120.77000,-120.77000,0,3.47000,0.38000,-0.38000,0,0,0.95,0.15,-0.15,0,764.8890000,27.6140000,-25.7840000
CoRoT-19 b,1,1,Transit,2011,0.27 m CoRoT Telescope,1,0,3.89713000,0.00002000,-0.00002000,0,14.460,0.340,-0.340,0,1.290,0.030,-0.030,0,352.78000,19.07000,-19.07000,0,1.11000,0.06000,-0.06000,0,0,1.21,0.05,-0.05,0,790.6630000,26.7370000,-25.0710000
CoRoT-2 b,2,1,Transit,2008,0.27 m CoRoT Telescope,1,0,1.74299350,0.00000100,-0.00000100,0,16.432,0.471,-0.493,0,1.466,0.042,-0.044,0,1102.82000,69.92000,-69.92000,0,3.47000,0.22000,-0.22000,0,1,0.96,0.08,-0.08,0,213.2830000,2.4850000,-2.4300000
CoRoT-20 b,1,2,Transit,2011,0.27 m CoRoT Telescope,1,0,9.24285000,0.00030000,-0.00030000,0,9.416,0.448,-0.448,0,0.840,0.040,-0.040,0,1366.66900,63.56600,-63.56600,0,4.30000,0.20000,-0.20000,0,0,1.14,0.08,-0.08,0,844.0610000,24.1710000,-22.8830000
CoRoT-20 c,1,2,Radial Velocity,2018,Multiple Telescopes,1,0,1675.00000000,19.00000000,-17.00000000,0,12.200,,,0,1.090,,,0,5403.11000,317.83000,-317.83000,0,17.00000,1.00000,-1.00000,0,0,1.14,0.08,-0.08,0,844.0610000,24.1710000,-22.8830000
CoRoT-21 b,1,1,Transit,2012,0.27 m CoRoT Telescope,1,0,2.72474000,0.00014000,-0.00014000,0,14.572,1.569,-1.569,0,1.300,0.140,-0.140,0,718.29580,98.52730,-98.52730,0,2.26000,0.31000,-0.31000,0,0,1.29,0.09,-0.09,0,1398.8341969,286.4501849,-286.4501849
CoRoT-22 b,1,1,Transit,2014,0.27 m CoRoT Telescope,1,0,9.75598000,0.00011000,-0.00011000,0,4.880,0.170,-0.390,0,0.435,0.015,-0.035,0,12.20000,14.00000,-8.80000,0,0.03800,0.04400,-0.02800,0,0,1.10,0.05,-0.05,0,627.1580000,11.1870000,-10.8080000
CoRoT-23 b,1,1,Transit,2011,0.27 m CoRoT Telescope,1,0,3.63130000,0.00010000,-0.00010000,0,11.770,1.460,-1.460,0,1.050,0.130,-0.130,0,889.90000,95.30000,-95.30000,0,2.80000,0.30000,-0.30000,0,0,1.14,0.08,-0.08,0,1060.9700000,45.4700000,-41.9400000
CoRoT-24 b,1,2,Transit,2014,0.27 m CoRoT Telescope,1,0,5.11340000,0.00060000,-0.00060000,0,3.700,0.400,-0.400,0,0.330,0.040,-0.040,0,5.70000,,,1,0.01800,,,1,0,0.91,0.09,-0.09,0,591.5550000,16.0430000,-15.2320000
CoRoT-24 c,1,2,Transit,2014,0.27 m CoRoT Telescope,1,0,11.75900000,0.00630000,-0.00630000,0,5.000,0.500,-0.500,0,0.440,0.040,-0.040,0,28.00000,11.00000,-11.00000,0,0.08800,0.03500,-0.03500,0,0,0.91,0.09,-0.09,0,591.5550000,16.0430000,-15.2320000
CoRoT-25 b,1,1,Transit,2013,0.27 m CoRoT Telescope,1,0,4.86069000,0.00006000,-0.00006000,0,12.110,3.400,-1.120,0,1.080,0.300,-0.100,0,85.81000,12.71000,-12.71000,0,0.27000,0.04000,-0.04000,0,0,1.09,0.11,-0.05,0,1103.4800000,44.2800000,-41.0500000
CoRoT-26 b,1,1,Transit,2013,0.27 m CoRoT Telescope,1,0,4.20474000,0.00005000,-0.00005000,0,14.120,1.460,-0.780,0,1.260,0.130,-0.070,0,165.26000,15.89000,-15.89000,0,0.52000,0.05000,-0.05000,0,0,1.09,0.06,-0.06,0,1045.1800000,,
CoRoT-27 b,1,1,Transit,2014,0.27 m CoRoT Telescope,1,0,3.57532000,0.00006000,-0.00006000,0,11.287,0.493,-0.493,0,1.007,0.044,-0.044,0,3302.11000,174.80000,-174.80000,0,10.39000,0.55000,-0.55000,0,0,1.05,0.11,-0.11,0,1010.2800000,69.2600000,-61.0360000
CoRoT-28 b,1,1,Transit,2015,0.27 m CoRoT Telescope,1,0,5.20851000,0.00038000,-0.00038000,0,10.705,0.740,-0.740,0,0.955,0.066,-0.066,0,153.82972,27.65121,-27.65121,0,0.48400,0.08700,-0.08700,0,0,1.01,0.14,-0.14,0,766.1830000,14.6850000,-14.1520000
CoRoT-29 b,1,1,Transit,2015,0.27 m CoRoT Telescope,1,0,2.85057000,0.00000600,-0.00000600,0,10.088,1.793,-1.793,0,0.900,0.160,-0.160,0,270.15550,63.56600,-63.56600,0,0.85000,0.20000,-0.20000,0,0,0.97,0.14,-0.14,0,806.5070000,44.0270000,-39.7600000
CoRoT-3 b,1,1,Transit,2008,0.27 m CoRoT Telescope,1,0,4.25680000,0.00000500,-0.00000500,0,11.320,0.780,-0.780,0,1.010,0.070,-0.070,0,6883.91000,317.80000,-317.80000,0,21.66000,1.00000,-1.00000,0,0,1.37,0.09,-0.09,0,768.7710000,30.7910000,-28.5450000
CoRoT-30 b,1,1,Transit,2020,0.27 m CoRoT Telescope,1,0,9.06005000,0.00024000,-0.00024000,0,11.310,0.852,-0.852,0,1.009,0.076,-0.076,0,921.70700,69.92260,-69.92260,0,2.90000,0.22000,-0.22000,0,0,0.98,0.03,-0.05,0,1032.2300000,48.5700000,-44.4670000
CoRoT-31 b,1,1,Transit,2020,0.27 m CoRoT Telescope,1,0,4.62941000,0.00075000,-0.00075000,0,16.365,3.363,-3.363,0,1.460,0.300,-0.300,0,266.97720,108.06220,-108.06220,0,0.84000,0.34000,-0.34000,0,0,1.25,0.22,-0.21,0,2005.7600000,169.7900000,-145.7100000
CoRoT-35 b,1,1,Transit,2022,0.27 m CoRoT Telescope,1,0,3.22748000,0.00008000,-0.00008000,0,18.831,1.233,-1.233,0,1.680,0.110,-0.110,0,349.61125,117.59651,-117.59651,0,1.10000,0.37000,-0.37000,0,1,1.01,0.07,-0.06,0,1123.2100000,55.9000000,-50.9200000
CoRoT-36 b,1,1,Transit,2022,0.27 m CoRoT Telescope,1,0,5.61653100,0.00002300,-0.00002300,0,15.805,1.569,-1.569,0,1.410,0.140,-0.140,0,216.12332,149.37935,-136.66622,1,0.68000,0.47000,-0.43000,1,0,1.32,0.09,-0.09,0,925.9580000,27.7960000,-26.2470000
CoRoT-4 b,1,1,Transit,2008,0.27 m CoRoT Telescope,1,0,9.20205000,0.00037000,-0.00037000,0,13.340,0.670,-0.560,0,1.190,0.060,-0.050,0,228.83000,25.43000,-25.43000,0,0.72000,0.08000,-0.08000,0,0,1.16,0.03,-0.02,0,726.4120000,15.1810000,-14.5820000
CoRoT-5 b,1,1,Transit,2009,0.27 m CoRoT Telescope,1,0,4.03789620,0.00000190,-0.00000190,0,15.558,0.516,-0.527,0,1.388,0.046,-0.047,0,148.42000,14.93700,-7.62800,0,0.46700,0.04700,-0.02400,0,0,1.00,0.02,-0.02,0,882.4720000,25.6200000,-25.6200000
CoRoT-6 b,1,1,Transit,2009,0.27 m CoRoT Telescope,1,0,8.88659300,0.00000400,-0.00000400,0,13.068,0.392,-0.392,0,1.166,0.035,-0.035,0,940.74000,108.06000,-108.06000,0,2.96000,0.34000,-0.34000,0,0,1.05,0.05,-0.05,0,645.2940000,12.4530000,-11.9970000
CoRoT-7 b,1,3,Transit,2009,0.27 m CoRoT Telescope,1,0,0.85359163,0.00000001,-0.00000001,0,1.681,0.112,-0.112,0,0.150,0.010,-0.010,0,4.07661,1.01982,-1.01982,0,0.01283,0.00321,-0.00321,0,0,0.82,0.17,-0.17,0,159.9060000,0.9170000,-0.9060000
CoRoT-7 c,1,3,Radial Velocity,2009,0.27 m CoRoT Telescope,1,0,3.69800000,0.00300000,-0.00300000,0,2.830,,,0,0.253,,,0,8.40000,0.90000,-0.90000,0,0.02643,0.00283,-0.00283,0,0,0.90,0.12,-0.10,0,159.9060000,0.9170000,-0.9060000
CoRoT-7 d,1,3,Radial Velocity,2022,3.6 m ESO Telescope,1,0,8.96600000,1.54600000,-1.54600000,0,4.310,,,0,0.384,,,0,17.14200,2.55200,-2.55200,0,0.05393,0.00803,-0.00803,0,0,0.92,0.02,-0.02,0,159.9060000,0.9170000,-0.9060000
CoRoT-8 b,1,1,Transit,2010,0.27 m CoRoT Telescope,1,0,6.21229000,0.00003000,-0.00003000,0,6.390,0.220,-0.220,0,0.570,0.020,-0.020,0,69.92000,9.53000,-9.53000,0,0.22000,0.03000,-0.03000,0,0,0.88,0.04,-0.04,0,322.0370000,2.7140000,-2.7140000
CoRoT-9 b,2,1,Transit,2009,0.27 m CoRoT Telescope,1,0,95.27265600,0.00006800,-0.00006800,0,11.949,0.841,-0.706,0,1.066,0.075,-0.063,0,266.97720,15.89150,-15.89150,0,0.84000,0.05000,-0.05000,0,0,0.96,0.04,-0.04,0,412.9800000,4.7250000,-4.6220000
CoRoTID 223977153 b,1,1,Transit,2017,0.27 m CoRoT Telescope,1,0,6.71837000,0.00001000,-0.00001000,0,6.389,0.673,-0.560,0,0.570,0.060,-0.050,0,47.67450,31.78300,-31.78300,0,0.15000,0.10000,-0.10000,0,0,1.08,0.08,-0.07,0,576.6830000,10.4360000,-10.4360000
DE CVn b,2,1,Eclipse Timing Variations,2018,Multiple Telescopes,0,0,4098.10000000,131.50000000,-131.50000000,0,12.400,,,0,1.100,,,0,3823.27330,955.81833,-955.81833,0,12.02930,3.00733,-3.00733,0,0,0.51,,,0,30.5225000,0.0284000,-0.0285000
DENIS-P J082303.1-491201 b,1,1,Astrometry,2013,8.2 m ESO VLT UT1 Antu Telescope,0,0,246.36000000,1.38000000,-1.35000000,0,11.900,,,0,1.060,,,0,9057.77000,603.85000,-603.85000,0,28.50000,1.90000,-1.90000,0,0,0.07,0.01,-0.01,0,20.7700000,0.0800000,-0.0800000
DH Tau b,1,1,Imaging,2004,8.2 m Subaru Telescope,0,0,,,,,30.264,8.967,-8.967,0,2.700,0.800,-0.800,0,3496.00000,3178.00000,-953.00000,0,11.00000,10.00000,-3.00000,0,0,0.33,,,0,134.8460000,1.2820000,-1.2580000
DMPP-1 b,1,4,Radial Velocity,2019,3.6 m ESO Telescope,1,0,18.57000000,0.01000000,-0.01000000,0,5.290,,,0,0.472,,,0,24.27000,1.16000,-1.59000,0,0.07636,0.00365,-0.00500,0,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000
DMPP-1 c,1,4,Radial Velocity,2019,3.6 m ESO Telescope,1,0,6.58400000,0.00300000,-0.00200000,0,3.060,,,0,0.273,,,0,9.60000,0.53000,-1.58000,0,0.03020,0.00167,-0.00497,0,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000
DMPP-1 d,1,4,Radial Velocity,2019,3.6 m ESO Telescope,1,0,2.88200000,0.00100000,-0.00100000,0,1.650,,,0,0.147,,,0,3.35000,0.38000,-0.34000,0,0.01054,0.00120,-0.00107,0,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000
DMPP-1 e,1,4,Radial Velocity,2019,3.6 m ESO Telescope,1,0,5.51600000,0.00200000,-0.00400000,0,1.860,,,0,0.166,,,0,4.13000,0.66000,-1.14000,0,0.01299,0.00208,-0.00359,0,0,1.21,0.03,-0.03,0,62.5388000,0.1782000,-0.1773000
DMPP-2 b,1,1,Radial Velocity,2019,Multiple Telescopes,1,0,5.20720000,0.00020000,-0.00550000,0,14.300,,,0,1.280,,,0,138.89171,9.53490,-18.75197,0,0.43700,0.03000,-0.05900,0,0,1.44,0.03,-0.03,0,137.9400000,0.6810000,-0.6750000
DMPP-3 A b,2,1,Radial Velocity,2019,3.6 m ESO Telescope,1,0,6.67320000,0.00110000,-0.00030000,0,1.410,,,0,0.126,,,0,2.58000,0.35000,-0.58000,0,0.00812,0.00110,-0.00182,0,0,0.87,0.05,-0.05,0,45.2300000,1.6000000,-1.7200000
DMPP-4 b,1,1,Radial Velocity,2023,Multiple Telescopes,1,0,3.49820000,0.00220000,-0.23270000,0,3.530,,,0,0.315,,,0,12.20000,1.80000,-1.90000,0,0.03839,0.00566,-0.00598,0,0,1.25,0.02,-0.02,0,25.3284000,0.0382000,-0.0380000
DP Leo b,2,1,Eclipse Timing Variations,2009,2.4 m Lijiang Station Telescope,0,0,10220.00000000,730.00000000,-730.00000000,0,12.700,,,0,1.140,,,0,1995.88832,184.33363,-184.33363,0,6.28000,0.58000,-0.58000,0,0,0.69,,,0,305.6840000,33.5540000,-27.6040000
DS Tuc A b,2,1,Transit,2019,0.1 m TESS Telescope,0,0,8.13826800,0.00001100,-0.00001100,0,5.700,0.170,-0.170,0,0.509,0.015,-0.015,0,413.17900,,,1,1.30000,,,1,0,1.01,0.06,-0.06,0,44.0622000,0.0693000,-0.0691000
EPIC 201170410.02,1,1,Transit,2020,0.95 m Kepler Telescope,0,0,6.79870000,0.00010000,-0.00010000,0,1.047,0.276,-0.257,0,0.093,0.025,-0.023,0,1.15000,,,0,0.00360,,,0,0,0.29,0.10,-0.08,0,134.0000000,45.8000000,-39.8000000
EPIC 201238110 b,1,1,Transit,2019,0.95 m Kepler Telescope,0,0,28.16560000,0.00270000,-0.00280000,0,1.870,0.200,-0.450,0,0.167,0.018,-0.040,0,4.16000,,,0,0.01310,,,0,0,0.41,0.11,-0.05,0,159.2590000,1.4140000,-1.3900000
EPIC 201427007 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,0.72091000,0.00014000,-0.00014000,0,1.500,0.200,-0.200,0,0.134,0.018,-0.018,0,2.86000,,,0,0.00899,,,0,0,0.93,,,0,706.3910000,16.7900000,-16.7900000
EPIC 201497682 b,1,1,Transit,2019,0.95 m Kepler Telescope,0,0,2.13174000,0.00022000,-0.00022000,0,0.692,0.059,-0.048,0,0.062,0.005,-0.004,0,0.26000,,,0,0.00082,,,0,0,0.78,0.09,-0.17,0,253.0260000,1.6640000,-1.6640000
EPIC 201595106 b,1,1,Transit,2021,0.95 m Kepler Telescope,0,0,0.87721400,0.00006000,-0.00006000,0,1.300,0.100,-0.100,0,0.116,0.009,-0.009,0,2.24000,,,0,0.00705,,,0,0,1.02,0.14,-0.12,0,232.1000000,2.7060000,-2.6460000
EPIC 201615463 c,1,2,Transit,2019,0.95 m Kepler Telescope,0,0,3.80464000,0.00091000,-0.00105000,0,1.220,0.210,-0.170,0,0.109,0.019,-0.015,0,1.98000,,,0,0.00624,,,0,0,1.07,0.03,-0.03,0,476.8820000,9.6920000,-9.3210000
EPIC 201754305 d,1,3,Transit,2019,0.95 m Kepler Telescope,0,0,2.71578000,0.00031000,-0.00031000,0,1.030,0.085,-0.086,0,0.092,0.008,-0.008,0,1.08000,,,0,0.00340,,,0,0,0.67,0.03,-0.04,0,334.9670000,4.1785000,-4.1785000
EPIC 201757695.02,1,1,Transit,2020,0.95 m Kepler Telescope,0,0,2.04780000,0.00010000,-0.00010000,0,0.908,0.059,-0.064,0,0.081,0.005,-0.006,0,0.68800,,,0,0.00217,,,0,0,0.73,0.04,-0.05,0,577.6000000,33.2000000,-29.8000000
EPIC 201833600 c,1,2,Transit,2019,0.95 m Kepler Telescope,0,0,3.96151000,0.00046000,-0.00051000,0,1.000,0.120,-0.110,0,0.089,0.011,-0.010,0,0.97200,,,0,0.00306,,,0,0,0.61,0.06,-0.06,0,257.4430000,3.2390000,-3.2390000
EPIC 201841433 b,1,1,Transit,2019,0.95 m Kepler Telescope,0,0,4.16980000,0.00010000,-0.00010000,0,1.040,0.037,-0.032,0,0.093,0.003,-0.003,0,1.12000,,,0,0.00352,,,0,0,0.80,0.08,-0.16,0,436.4880000,8.1780010,-7.8880000
EPIC 205950854 c,1,2,Transit,2019,0.95 m Kepler Telescope,0,0,8.05072200,0.00007500,-0.00003800,0,1.310,0.144,-0.063,0,0.117,0.013,-0.006,0,2.27000,,,0,0.00714,,,0,0,0.88,0.06,-0.03,0,243.9350000,4.2390000,-4.0990000
EPIC 206024342 b,1,3,Transit,2019,0.95 m Kepler Telescope,0,0,4.50756000,0.00062000,-0.00060000,0,1.700,0.590,-0.310,0,0.152,0.053,-0.028,0,3.53000,,,0,0.01110,,,0,0,0.93,0.08,-0.10,0,369.8880000,4.9900000,-4.8600000
EPIC 206024342 c,1,3,Transit,2021,0.95 m Kepler Telescope,0,0,0.91172400,0.00007600,-0.00007600,0,1.400,0.500,-0.500,0,0.125,0.045,-0.045,0,2.54000,,,0,0.00800,,,0,0,0.93,0.08,-0.10,0,369.8880000,4.9900000,-4.8600000
EPIC 206024342 d,1,3,Transit,2021,0.95 m Kepler Telescope,0,0,14.64753100,0.00000410,-0.00000410,0,2.600,0.900,-0.900,0,0.232,0.080,-0.080,0,7.27000,,,0,0.02290,,,0,0,0.93,0.08,-0.10,0,369.8880000,4.9900000,-4.8600000
EPIC 206032309 b,1,1,Transit,2019,0.95 m Kepler Telescope,0,0,2.87814000,0.00023000,-0.00026000,0,1.010,0.240,-0.130,0,0.090,0.021,-0.012,0,1.01000,,,0,0.00317,,,0,0,0.22,0.04,-0.06,0,161.3650000,1.7930000,-1.7930000
